POSITION_ID,INSTRUMENT_TYPE,NOTIONAL,CURRENCY,EXPOSURE_CLASS,COUNTERPARTY_ID,AS_OF_DATE
POS-001591,Term Loan,26043864772.36,INR,ABOVE_100,CP-00472,2026-06-30
POS-001592,Term Loan,7280259763.43,INR,AT_100,CP-00472,2026-06-30
POS-001593,Bank Guarantee,59401250.91,INR,ABOVE_100,CP-00472,2026-06-30
POS-001594,Cash Credit,748393683.71,INR,BELOW_100,CP-00473,2026-06-30
POS-001595,Term Loan,6246393810.06,INR,BELOW_100,CP-00473,2026-06-30
POS-001596,Bank Guarantee,74849173.87,INR,BELOW_100,CP-00473,2026-06-30
POS-001597,Letter of Credit,254197954.25,INR,BELOW_100,CP-00473,2026-06-30
POS-001598,Cash Credit,14781000791.11,INR,ABOVE_100,CP-00474,2026-06-30
POS-001599,Letter of Credit,137065069.88,INR,AT_100,CP-00474,2026-06-30
POS-001600,Derivative - Interest Rate Swap,194248082.36,INR,ABOVE_100,CP-00474,2026-06-30
POS-001601,Term Loan,799121198.86,INR,ABOVE_100,CP-00475,2026-06-30
POS-001602,Cash Credit,2624541867.63,INR,BELOW_100,CP-00475,2026-06-30
POS-001603,Term Loan,7162221325.37,INR,ABOVE_100,CP-00475,2026-06-30
POS-001604,Bank Guarantee,70264622.65,INR,ABOVE_100,CP-00475,2026-06-30
POS-001605,Derivative - Interest Rate Swap,104162367.9,INR,ABOVE_100,CP-00475,2026-06-30
POS-001606,Term Loan,41768820279.6,INR,AT_100,CP-00476,2026-06-30
POS-001607,Cash Credit,25198233743.18,INR,AT_100,CP-00476,2026-06-30
POS-001608,Letter of Credit,69813051.67,INR,BELOW_100,CP-00476,2026-06-30
POS-001609,Letter of Credit,10206189.01,INR,BELOW_100,CP-00476,2026-06-30
POS-001610,Cash Credit,26796706412.67,INR,AT_100,CP-00477,2026-06-30
POS-001611,Term Loan,16292420756.44,INR,BELOW_100,CP-00477,2026-06-30
POS-001612,Letter of Credit,32264828.82,INR,AT_100,CP-00477,2026-06-30
POS-001613,Term Loan,113754009712.0,INR,BELOW_100,CP-00478,2026-06-30
POS-001614,Term Loan,362253575982.17,INR,AT_100,CP-00478,2026-06-30
POS-001615,Derivative - FX Forward,124823623.88,INR,BELOW_100,CP-00478,2026-06-30
POS-001616,Term Loan,3064013817.04,INR,ABOVE_100,CP-00479,2026-06-30
POS-001617,Term Loan,2856022773.64,INR,ABOVE_100,CP-00479,2026-06-30
POS-001618,Bank Guarantee,285967438.59,INR,ABOVE_100,CP-00479,2026-06-30
POS-001619,Investment - Debenture/Bond,1700139589.35,INR,BELOW_100,CP-00480,2026-06-30
POS-001620,Term Loan,22861656992.04,INR,BELOW_100,CP-00480,2026-06-30
POS-001621,Letter of Credit,17315069345.82,INR,BELOW_100,CP-00480,2026-06-30
POS-001622,Bank Guarantee,122452518613.54,INR,ABOVE_100,CP-00480,2026-06-30
POS-001623,Term Loan,33490247643.33,INR,BELOW_100,CP-00481,2026-06-30
POS-001624,Term Loan,5113990806.72,INR,AT_100,CP-00481,2026-06-30
POS-001625,Derivative - FX Forward,4614301.33,INR,AT_100,CP-00481,2026-06-30
POS-001626,Letter of Credit,77049462.2,INR,AT_100,CP-00481,2026-06-30
POS-001627,Investment - Debenture/Bond,6906872588.22,INR,ABOVE_100,CP-00482,2026-06-30
POS-001628,Term Loan,68933990531.68,INR,ABOVE_100,CP-00482,2026-06-30
POS-001629,Bank Guarantee,35348248.99,INR,AT_100,CP-00482,2026-06-30
POS-001630,Bank Guarantee,1592801.06,INR,BELOW_100,CP-00482,2026-06-30
POS-001631,Term Loan,18766578371.6,INR,BELOW_100,CP-00483,2026-06-30
POS-001632,Cash Credit,1892707450.12,INR,AT_100,CP-00483,2026-06-30
POS-001633,Derivative - Interest Rate Swap,27620996.51,INR,AT_100,CP-00483,2026-06-30
POS-001634,Term Loan,3182393555.4,INR,AT_100,CP-00484,2026-06-30
POS-001635,Investment - Debenture/Bond,25405172765.33,INR,BELOW_100,CP-00484,2026-06-30
POS-001636,Derivative - FX Forward,844332538.83,INR,BELOW_100,CP-00484,2026-06-30
POS-001637,Cash Credit,20947072952.72,INR,ABOVE_100,CP-00485,2026-06-30
POS-001638,Letter of Credit,154850203.76,INR,BELOW_100,CP-00485,2026-06-30
POS-001639,Term Loan,98865754170.49,INR,ABOVE_100,CP-00486,2026-06-30
POS-001640,Derivative - FX Forward,854303448.43,INR,AT_100,CP-00486,2026-06-30
POS-001641,Term Loan,860607757.64,INR,AT_100,CP-00487,2026-06-30
POS-001642,Term Loan,8277930531.72,INR,BELOW_100,CP-00487,2026-06-30
POS-001643,Cash Credit,937218783.84,INR,ABOVE_100,CP-00487,2026-06-30
POS-001644,Bank Guarantee,713495465.75,INR,BELOW_100,CP-00487,2026-06-30
POS-001645,Term Loan,2486162547.64,INR,AT_100,CP-00488,2026-06-30
POS-001646,Term Loan,2310122058.3,INR,ABOVE_100,CP-00488,2026-06-30
POS-001647,Bank Guarantee,1177932183.45,INR,AT_100,CP-00488,2026-06-30
POS-001648,Letter of Credit,41829793.7,INR,BELOW_100,CP-00488,2026-06-30
POS-001649,Cash Credit,3520177147.1,INR,ABOVE_100,CP-00489,2026-06-30
POS-001650,Cash Credit,31926208578.6,INR,BELOW_100,CP-00489,2026-06-30
POS-001651,Bank Guarantee,1559266110.9,INR,BELOW_100,CP-00489,2026-06-30
POS-001652,Derivative - Interest Rate Swap,643795325.48,INR,ABOVE_100,CP-00489,2026-06-30
POS-001653,Term Loan,3866112982.7,INR,AT_100,CP-00490,2026-06-30
POS-001654,Investment - Debenture/Bond,25952449709.0,INR,BELOW_100,CP-00490,2026-06-30
POS-001655,Letter of Credit,559689930.33,INR,BELOW_100,CP-00490,2026-06-30
POS-001656,Term Loan,5568426785.36,INR,BELOW_100,CP-00491,2026-06-30
POS-001657,Investment - Debenture/Bond,79799486109.16,INR,AT_100,CP-00491,2026-06-30
POS-001658,Term Loan,5833716390.18,INR,BELOW_100,CP-00491,2026-06-30
POS-001659,Letter of Credit,1112725900.19,INR,BELOW_100,CP-00491,2026-06-30
POS-001660,Term Loan,8363896938.82,INR,AT_100,CP-00492,2026-06-30
POS-001661,Derivative - FX Forward,1763140990.73,INR,AT_100,CP-00492,2026-06-30
POS-001662,Cash Credit,229556674421.25,INR,BELOW_100,CP-00493,2026-06-30
POS-001663,Term Loan,52348360273.08,INR,ABOVE_100,CP-00493,2026-06-30
POS-001664,Letter of Credit,9309339105.68,INR,BELOW_100,CP-00493,2026-06-30
POS-001665,Term Loan,4516519737.4,INR,AT_100,CP-00494,2026-06-30
POS-001666,Term Loan,159016058922.76,INR,AT_100,CP-00494,2026-06-30
POS-001667,Term Loan,24901324166.79,INR,BELOW_100,CP-00494,2026-06-30
POS-001668,Letter of Credit,1964389161.47,INR,AT_100,CP-00494,2026-06-30
POS-001669,Bank Guarantee,253731095.83,INR,ABOVE_100,CP-00494,2026-06-30
POS-001670,Investment - Debenture/Bond,416207001318.89,INR,ABOVE_100,CP-00495,2026-06-30
POS-001671,Bank Guarantee,16593002910.26,INR,BELOW_100,CP-00495,2026-06-30
POS-001672,Cash Credit,9169709108.83,INR,BELOW_100,CP-00496,2026-06-30
POS-001673,Derivative - FX Forward,17101227601.19,INR,AT_100,CP-00496,2026-06-30
POS-001674,Letter of Credit,2626331628.92,INR,ABOVE_100,CP-00496,2026-06-30
POS-001675,Term Loan,22366069604.12,INR,AT_100,CP-00497,2026-06-30
POS-001676,Cash Credit,7014044365.28,INR,BELOW_100,CP-00497,2026-06-30
POS-001677,Letter of Credit,159474256.64,INR,AT_100,CP-00497,2026-06-30
POS-001678,Derivative - Interest Rate Swap,474220077.55,INR,ABOVE_100,CP-00497,2026-06-30
POS-001679,Term Loan,2347684605.13,INR,BELOW_100,CP-00498,2026-06-30
POS-001680,Term Loan,1092799769.38,INR,BELOW_100,CP-00498,2026-06-30
POS-001681,Investment - Debenture/Bond,10680944645.27,INR,ABOVE_100,CP-00498,2026-06-30
POS-001682,Bank Guarantee,220556827.3,INR,BELOW_100,CP-00498,2026-06-30
POS-001683,Derivative - Interest Rate Swap,140153979.41,INR,AT_100,CP-00498,2026-06-30
POS-001684,Cash Credit,1694301652.86,INR,BELOW_100,CP-00499,2026-06-30
POS-001685,Term Loan,10274977662.19,INR,BELOW_100,CP-00499,2026-06-30
POS-001686,Term Loan,5587480519.63,INR,AT_100,CP-00499,2026-06-30
POS-001687,Bank Guarantee,15405860422.19,INR,BELOW_100,CP-00499,2026-06-30
POS-001688,Letter of Credit,3696572989.23,INR,BELOW_100,CP-00499,2026-06-30
POS-001689,Term Loan,40465278736.57,INR,BELOW_100,CP-00500,2026-06-30
POS-001690,Bank Guarantee,12611060795.35,INR,BELOW_100,CP-00500,2026-06-30
POS-001691,Cash Credit,40362319239.94,INR,ABOVE_100,CP-00501,2026-06-30
POS-001692,Term Loan,49670019405.16,INR,BELOW_100,CP-00501,2026-06-30
POS-001693,Letter of Credit,3344881884.25,INR,BELOW_100,CP-00501,2026-06-30
POS-001694,Derivative - FX Forward,1983291295.8,INR,ABOVE_100,CP-00501,2026-06-30
POS-001695,Cash Credit,24991183251.89,INR,BELOW_100,CP-00502,2026-06-30
POS-001696,Bank Guarantee,17022997107.16,INR,ABOVE_100,CP-00502,2026-06-30
POS-001697,Term Loan,6387630691.53,INR,BELOW_100,CP-00503,2026-06-30
POS-001698,Derivative - FX Forward,4481416028.58,INR,BELOW_100,CP-00503,2026-06-30
POS-001699,Term Loan,110225279961.07,INR,BELOW_100,CP-00504,2026-06-30
POS-001700,Term Loan,35430455363.73,INR,AT_100,CP-00504,2026-06-30
POS-001701,Cash Credit,64742505430.98,INR,BELOW_100,CP-00504,2026-06-30
POS-001702,Derivative - FX Forward,2983386533.55,INR,ABOVE_100,CP-00504,2026-06-30
POS-001703,Term Loan,9255513845.11,INR,ABOVE_100,CP-00505,2026-06-30
POS-001704,Investment - Debenture/Bond,1385394961.9,INR,ABOVE_100,CP-00505,2026-06-30
POS-001705,Investment - Debenture/Bond,423931762.65,INR,BELOW_100,CP-00505,2026-06-30
POS-001706,Derivative - FX Forward,585226585.47,INR,ABOVE_100,CP-00505,2026-06-30
POS-001707,Letter of Credit,760133710.88,INR,BELOW_100,CP-00505,2026-06-30
POS-001708,Term Loan,2397622681.27,INR,ABOVE_100,CP-00506,2026-06-30
POS-001709,Term Loan,564112131.09,INR,AT_100,CP-00506,2026-06-30
POS-001710,Term Loan,2650956048.49,INR,ABOVE_100,CP-00506,2026-06-30
POS-001711,Derivative - FX Forward,39289689.0,INR,ABOVE_100,CP-00506,2026-06-30
POS-001712,Letter of Credit,646265513.41,INR,ABOVE_100,CP-00506,2026-06-30
POS-001713,Cash Credit,293844861244.75,INR,ABOVE_100,CP-00507,2026-06-30
POS-001714,Bank Guarantee,1847390289.88,INR,ABOVE_100,CP-00507,2026-06-30
POS-001715,Bank Guarantee,422488161.93,INR,AT_100,CP-00507,2026-06-30
POS-001716,Term Loan,78757207407.24,INR,BELOW_100,CP-00508,2026-06-30
POS-001717,Investment - Debenture/Bond,192859788684.55,INR,AT_100,CP-00508,2026-06-30
POS-001718,Term Loan,53608642096.54,INR,BELOW_100,CP-00508,2026-06-30
POS-001719,Letter of Credit,39902444.31,INR,AT_100,CP-00508,2026-06-30
POS-001720,Bank Guarantee,177371184.76,INR,BELOW_100,CP-00508,2026-06-30
POS-001721,Term Loan,57592549.05,INR,BELOW_100,CP-00509,2026-06-30
POS-001722,Term Loan,46205388399.11,INR,BELOW_100,CP-00509,2026-06-30
POS-001723,Cash Credit,988152066.74,INR,ABOVE_100,CP-00509,2026-06-30
POS-001724,Derivative - FX Forward,24733040906.95,INR,AT_100,CP-00509,2026-06-30
POS-001725,Derivative - Interest Rate Swap,2820038420.87,INR,AT_100,CP-00509,2026-06-30
POS-001726,Investment - Debenture/Bond,10866130258.31,INR,ABOVE_100,CP-00510,2026-06-30
POS-001727,Cash Credit,56568943374.02,INR,AT_100,CP-00510,2026-06-30
POS-001728,Bank Guarantee,3002567625.4,INR,AT_100,CP-00510,2026-06-30
POS-001729,Term Loan,3639906299.17,INR,ABOVE_100,CP-00511,2026-06-30
POS-001730,Term Loan,31166276120.26,INR,ABOVE_100,CP-00511,2026-06-30
POS-001731,Bank Guarantee,7054854874.46,INR,BELOW_100,CP-00511,2026-06-30
POS-001732,Term Loan,41729829906.86,INR,ABOVE_100,CP-00512,2026-06-30
POS-001733,Letter of Credit,132961618.78,INR,BELOW_100,CP-00512,2026-06-30
POS-001734,Term Loan,4662974202.14,INR,ABOVE_100,CP-00513,2026-06-30
POS-001735,Term Loan,17540132812.9,INR,ABOVE_100,CP-00513,2026-06-30
POS-001736,Letter of Credit,192476871.8,INR,ABOVE_100,CP-00513,2026-06-30
POS-001737,Bank Guarantee,85233496.8,INR,ABOVE_100,CP-00513,2026-06-30
POS-001738,Term Loan,19994702589.69,INR,BELOW_100,CP-00514,2026-06-30
POS-001739,Bank Guarantee,3696398209.96,INR,BELOW_100,CP-00514,2026-06-30
POS-001740,Term Loan,32315647213.83,INR,ABOVE_100,CP-00515,2026-06-30
POS-001741,Derivative - FX Forward,154787545.99,INR,BELOW_100,CP-00515,2026-06-30
POS-001742,Term Loan,4842705485.14,INR,BELOW_100,CP-00516,2026-06-30
POS-001743,Bank Guarantee,140782539.66,INR,BELOW_100,CP-00516,2026-06-30
POS-001744,Term Loan,1067082869.02,INR,AT_100,CP-00517,2026-06-30
POS-001745,Term Loan,93942358430.71,INR,AT_100,CP-00517,2026-06-30
POS-001746,Cash Credit,6450020233.35,INR,BELOW_100,CP-00517,2026-06-30
POS-001747,Letter of Credit,2003008.35,INR,BELOW_100,CP-00517,2026-06-30
POS-001748,Bank Guarantee,55500842.23,INR,AT_100,CP-00517,2026-06-30
POS-001749,Term Loan,34185373216.18,INR,AT_100,CP-00518,2026-06-30
POS-001750,Bank Guarantee,139105465.93,INR,AT_100,CP-00518,2026-06-30
POS-001751,Letter of Credit,1834413697.9,INR,AT_100,CP-00518,2026-06-30
POS-001752,Cash Credit,2592972753.89,INR,BELOW_100,CP-00519,2026-06-30
POS-001753,Cash Credit,9610094605.64,INR,AT_100,CP-00519,2026-06-30
POS-001754,Term Loan,18961969177.51,INR,BELOW_100,CP-00519,2026-06-30
POS-001755,Bank Guarantee,5056389544.95,INR,BELOW_100,CP-00519,2026-06-30
POS-001756,Cash Credit,159605745.85,INR,ABOVE_100,CP-00520,2026-06-30
POS-001757,Term Loan,914266128.13,INR,BELOW_100,CP-00520,2026-06-30
POS-001758,Term Loan,15147320303.98,INR,AT_100,CP-00520,2026-06-30
POS-001759,Letter of Credit,671030980.72,INR,ABOVE_100,CP-00520,2026-06-30
POS-001760,Investment - Debenture/Bond,1122625802.27,INR,BELOW_100,CP-00521,2026-06-30
POS-001761,Term Loan,31594791202.47,INR,BELOW_100,CP-00521,2026-06-30
POS-001762,Bank Guarantee,18826911.82,INR,AT_100,CP-00521,2026-06-30
POS-001763,Bank Guarantee,27984183.77,INR,AT_100,CP-00521,2026-06-30
POS-001764,Cash Credit,381773797.8,INR,AT_100,CP-00522,2026-06-30
POS-001765,Cash Credit,4499144851.96,INR,BELOW_100,CP-00522,2026-06-30
POS-001766,Letter of Credit,8800643.03,INR,BELOW_100,CP-00522,2026-06-30
POS-001767,Bank Guarantee,27028957.15,INR,ABOVE_100,CP-00522,2026-06-30
POS-001768,Investment - Debenture/Bond,7140313821.18,INR,AT_100,CP-00523,2026-06-30
POS-001769,Term Loan,3361135335.85,INR,ABOVE_100,CP-00523,2026-06-30
POS-001770,Term Loan,7739682713.06,INR,AT_100,CP-00523,2026-06-30
POS-001771,Derivative - Interest Rate Swap,1583354.57,INR,AT_100,CP-00523,2026-06-30
POS-001772,Letter of Credit,70185288.26,INR,BELOW_100,CP-00523,2026-06-30
POS-001773,Investment - Debenture/Bond,7876624678.35,INR,BELOW_100,CP-00524,2026-06-30
POS-001774,Term Loan,1252540862.52,INR,BELOW_100,CP-00524,2026-06-30
POS-001775,Cash Credit,848482614.06,INR,BELOW_100,CP-00524,2026-06-30
POS-001776,Letter of Credit,748046731.27,INR,AT_100,CP-00524,2026-06-30
POS-001777,Derivative - Interest Rate Swap,1064746466.58,INR,AT_100,CP-00524,2026-06-30
POS-001778,Investment - Debenture/Bond,4559801534.6,INR,BELOW_100,CP-00525,2026-06-30
POS-001779,Cash Credit,4319845888.34,INR,ABOVE_100,CP-00525,2026-06-30
POS-001780,Derivative - Interest Rate Swap,3475503065.41,INR,BELOW_100,CP-00525,2026-06-30
POS-001781,Bank Guarantee,2001244720.05,INR,AT_100,CP-00525,2026-06-30
POS-001782,Term Loan,27485610752.2,INR,ABOVE_100,CP-00526,2026-06-30
POS-001783,Bank Guarantee,90742041.32,INR,BELOW_100,CP-00526,2026-06-30
POS-001784,Investment - Debenture/Bond,3563770361.1,INR,ABOVE_100,CP-00527,2026-06-30
POS-001785,Term Loan,3082103642.49,INR,AT_100,CP-00527,2026-06-30
POS-001786,Derivative - Interest Rate Swap,80841344.17,INR,BELOW_100,CP-00527,2026-06-30
POS-001787,Derivative - Interest Rate Swap,19041689.83,INR,ABOVE_100,CP-00527,2026-06-30
POS-001788,Term Loan,4557589153.92,INR,BELOW_100,CP-00528,2026-06-30
POS-001789,Term Loan,16649408841.13,INR,AT_100,CP-00528,2026-06-30
POS-001790,Term Loan,2683641960.08,INR,ABOVE_100,CP-00528,2026-06-30
POS-001791,Bank Guarantee,118417073.84,INR,ABOVE_100,CP-00528,2026-06-30
POS-001792,Term Loan,684017686.04,INR,ABOVE_100,CP-00529,2026-06-30
POS-001793,Term Loan,1694595548.37,INR,AT_100,CP-00529,2026-06-30
POS-001794,Cash Credit,9454831788.6,INR,ABOVE_100,CP-00529,2026-06-30
POS-001795,Bank Guarantee,275281967.5,INR,BELOW_100,CP-00529,2026-06-30
POS-001796,Letter of Credit,1283328281.18,INR,ABOVE_100,CP-00529,2026-06-30
POS-001797,Term Loan,577882920953.56,INR,BELOW_100,CP-00530,2026-06-30
POS-001798,Cash Credit,16311607458.59,INR,AT_100,CP-00530,2026-06-30
POS-001799,Investment - Debenture/Bond,63748069802.07,INR,AT_100,CP-00530,2026-06-30
POS-001800,Letter of Credit,558671200.5,INR,BELOW_100,CP-00530,2026-06-30
POS-001801,Investment - Debenture/Bond,1004097010.06,INR,BELOW_100,CP-00531,2026-06-30
POS-001802,Term Loan,7639841818.28,INR,AT_100,CP-00531,2026-06-30
POS-001803,Letter of Credit,223761592.26,INR,AT_100,CP-00531,2026-06-30
POS-001804,Letter of Credit,9540054.8,INR,BELOW_100,CP-00531,2026-06-30
POS-001805,Term Loan,2529411348.36,INR,ABOVE_100,CP-00532,2026-06-30
POS-001806,Term Loan,31343805170.16,INR,BELOW_100,CP-00532,2026-06-30
POS-001807,Term Loan,14791979345.84,INR,AT_100,CP-00532,2026-06-30
POS-001808,Bank Guarantee,100155355.38,INR,ABOVE_100,CP-00532,2026-06-30
POS-001809,Term Loan,5714745272.23,INR,ABOVE_100,CP-00533,2026-06-30
POS-001810,Term Loan,4274345371.21,INR,ABOVE_100,CP-00533,2026-06-30
POS-001811,Term Loan,476301841.44,INR,BELOW_100,CP-00533,2026-06-30
POS-001812,Bank Guarantee,26598324.46,INR,ABOVE_100,CP-00533,2026-06-30
POS-001813,Derivative - Interest Rate Swap,98162616.91,INR,BELOW_100,CP-00533,2026-06-30
POS-001814,Cash Credit,35432870176.61,INR,BELOW_100,CP-00534,2026-06-30
POS-001815,Term Loan,27130652697.64,INR,AT_100,CP-00534,2026-06-30
POS-001816,Letter of Credit,658655124.35,INR,BELOW_100,CP-00534,2026-06-30
POS-001817,Derivative - FX Forward,87721254.91,INR,BELOW_100,CP-00534,2026-06-30
POS-001818,Cash Credit,4924969386.36,INR,BELOW_100,CP-00535,2026-06-30
POS-001819,Letter of Credit,533982846.87,INR,BELOW_100,CP-00535,2026-06-30
POS-001820,Cash Credit,4636812504.04,INR,BELOW_100,CP-00536,2026-06-30
POS-001821,Term Loan,519189846.31,INR,BELOW_100,CP-00536,2026-06-30
POS-001822,Bank Guarantee,2113786970.86,INR,ABOVE_100,CP-00536,2026-06-30
POS-001823,Letter of Credit,1606392607.93,INR,AT_100,CP-00536,2026-06-30
POS-001824,Term Loan,9885516046.49,INR,BELOW_100,CP-00537,2026-06-30
POS-001825,Investment - Debenture/Bond,66668536889.45,INR,AT_100,CP-00537,2026-06-30
POS-001826,Term Loan,3734602321.29,INR,ABOVE_100,CP-00537,2026-06-30
POS-001827,Bank Guarantee,282987676.14,INR,AT_100,CP-00537,2026-06-30
POS-001828,Letter of Credit,98571070.16,INR,BELOW_100,CP-00537,2026-06-30
POS-001829,Term Loan,7073111640.08,INR,AT_100,CP-00538,2026-06-30
POS-001830,Letter of Credit,77779589.18,INR,AT_100,CP-00538,2026-06-30
POS-001831,Letter of Credit,77769777.95,INR,AT_100,CP-00538,2026-06-30
POS-001832,Term Loan,1312781499.93,INR,ABOVE_100,CP-00539,2026-06-30
POS-001833,Term Loan,997377636.62,INR,AT_100,CP-00539,2026-06-30
POS-001834,Letter of Credit,4331464867.93,INR,AT_100,CP-00539,2026-06-30
POS-001835,Letter of Credit,4692682015.82,INR,BELOW_100,CP-00539,2026-06-30
POS-001836,Cash Credit,8210218174.83,INR,ABOVE_100,CP-00540,2026-06-30
POS-001837,Investment - Debenture/Bond,4999637974.18,INR,AT_100,CP-00540,2026-06-30
POS-001838,Derivative - Interest Rate Swap,1789614634.67,INR,BELOW_100,CP-00540,2026-06-30
POS-001839,Derivative - FX Forward,760421523.21,INR,AT_100,CP-00540,2026-06-30
POS-001840,Investment - Debenture/Bond,7824853050.84,INR,AT_100,CP-00541,2026-06-30
POS-001841,Bank Guarantee,898578471.48,INR,ABOVE_100,CP-00541,2026-06-30
POS-001842,Bank Guarantee,300128218.57,INR,ABOVE_100,CP-00541,2026-06-30
POS-001843,Term Loan,2485975073.72,INR,ABOVE_100,CP-00542,2026-06-30
POS-001844,Cash Credit,8028365442.86,INR,BELOW_100,CP-00542,2026-06-30
POS-001845,Cash Credit,517731002.74,INR,AT_100,CP-00542,2026-06-30
POS-001846,Letter of Credit,164990693.88,INR,BELOW_100,CP-00542,2026-06-30
POS-001847,Bank Guarantee,1868400717.08,INR,ABOVE_100,CP-00542,2026-06-30
POS-001848,Term Loan,4941575160.47,INR,BELOW_100,CP-00543,2026-06-30
POS-001849,Cash Credit,471725088.2,INR,ABOVE_100,CP-00543,2026-06-30
POS-001850,Investment - Debenture/Bond,1632787284.15,INR,BELOW_100,CP-00543,2026-06-30
POS-001851,Letter of Credit,255630407.14,INR,ABOVE_100,CP-00543,2026-06-30
POS-001852,Term Loan,19609283925.6,INR,BELOW_100,CP-00544,2026-06-30
POS-001853,Derivative - Interest Rate Swap,34338037.74,INR,BELOW_100,CP-00544,2026-06-30
POS-001854,Bank Guarantee,112285550.33,INR,ABOVE_100,CP-00544,2026-06-30
POS-001855,Investment - Debenture/Bond,1719457619.77,INR,ABOVE_100,CP-00545,2026-06-30
POS-001856,Cash Credit,1607009466.08,INR,AT_100,CP-00545,2026-06-30
POS-001857,Cash Credit,97243294040.0,INR,AT_100,CP-00545,2026-06-30
POS-001858,Letter of Credit,2132635708.15,INR,AT_100,CP-00545,2026-06-30
POS-001859,Term Loan,22423284919.42,INR,BELOW_100,CP-00546,2026-06-30
POS-001860,Term Loan,17477025608.55,INR,BELOW_100,CP-00546,2026-06-30
POS-001861,Cash Credit,18510829180.17,INR,BELOW_100,CP-00546,2026-06-30
POS-001862,Derivative - FX Forward,2998501623.88,INR,BELOW_100,CP-00546,2026-06-30
POS-001863,Term Loan,19938178446.06,INR,ABOVE_100,CP-00547,2026-06-30
POS-001864,Bank Guarantee,1092020222.28,INR,ABOVE_100,CP-00547,2026-06-30
POS-001865,Cash Credit,4778576388.29,INR,ABOVE_100,CP-00548,2026-06-30
POS-001866,Derivative - FX Forward,481764558.61,INR,BELOW_100,CP-00548,2026-06-30
POS-001867,Derivative - FX Forward,31881500.55,INR,ABOVE_100,CP-00548,2026-06-30
POS-001868,Term Loan,2984531627.63,INR,AT_100,CP-00549,2026-06-30
POS-001869,Term Loan,38358876639.25,INR,BELOW_100,CP-00549,2026-06-30
POS-001870,Investment - Debenture/Bond,510837041.36,INR,BELOW_100,CP-00549,2026-06-30
POS-001871,Letter of Credit,543672222.35,INR,AT_100,CP-00549,2026-06-30
POS-001872,Bank Guarantee,480431244.13,INR,BELOW_100,CP-00549,2026-06-30
POS-001873,Term Loan,19123233687.49,INR,BELOW_100,CP-00550,2026-06-30
POS-001874,Term Loan,28157079151.81,INR,AT_100,CP-00550,2026-06-30
POS-001875,Investment - Debenture/Bond,4848440191.16,INR,ABOVE_100,CP-00550,2026-06-30
POS-001876,Letter of Credit,332825648.87,INR,BELOW_100,CP-00550,2026-06-30
POS-001877,Cash Credit,1931479775.35,INR,BELOW_100,CP-00551,2026-06-30
POS-001878,Derivative - FX Forward,23677764884.65,INR,AT_100,CP-00551,2026-06-30
POS-001879,Derivative - FX Forward,6513634215.96,INR,ABOVE_100,CP-00551,2026-06-30
POS-001880,Term Loan,3753918375.68,INR,BELOW_100,CP-00552,2026-06-30
POS-001881,Investment - Debenture/Bond,107587567674.44,INR,BELOW_100,CP-00552,2026-06-30
POS-001882,Cash Credit,2160685346.09,INR,ABOVE_100,CP-00552,2026-06-30
POS-001883,Bank Guarantee,685438541.93,INR,ABOVE_100,CP-00552,2026-06-30
POS-001884,Bank Guarantee,270290432.9,INR,BELOW_100,CP-00552,2026-06-30
POS-001885,Term Loan,128190117039.98,INR,ABOVE_100,CP-00553,2026-06-30
POS-001886,Letter of Credit,425455879.97,INR,ABOVE_100,CP-00553,2026-06-30
POS-001887,Letter of Credit,139296451.12,INR,AT_100,CP-00553,2026-06-30
POS-001888,Cash Credit,5012314129.71,INR,BELOW_100,CP-00554,2026-06-30
POS-001889,Cash Credit,460270949.48,INR,ABOVE_100,CP-00554,2026-06-30
POS-001890,Bank Guarantee,467815390.78,INR,BELOW_100,CP-00554,2026-06-30
POS-001891,Letter of Credit,296250485.22,INR,ABOVE_100,CP-00554,2026-06-30
POS-001892,Term Loan,9277011310.94,INR,AT_100,CP-00555,2026-06-30
POS-001893,Letter of Credit,812435804.85,INR,ABOVE_100,CP-00555,2026-06-30
POS-001894,Term Loan,418824595.61,INR,AT_100,CP-00556,2026-06-30
POS-001895,Term Loan,563212838.52,INR,BELOW_100,CP-00556,2026-06-30
POS-001896,Term Loan,1323572811.14,INR,AT_100,CP-00556,2026-06-30
POS-001897,Letter of Credit,1246052464.86,INR,BELOW_100,CP-00556,2026-06-30
POS-001898,Term Loan,45793574606.67,INR,AT_100,CP-00557,2026-06-30
POS-001899,Term Loan,2159026099.85,INR,AT_100,CP-00557,2026-06-30
POS-001900,Bank Guarantee,1253666173.1,INR,ABOVE_100,CP-00557,2026-06-30
POS-001901,Cash Credit,13571110729.57,INR,AT_100,CP-00558,2026-06-30
POS-001902,Cash Credit,2634754832.17,INR,BELOW_100,CP-00558,2026-06-30
POS-001903,Letter of Credit,609409581.53,INR,BELOW_100,CP-00558,2026-06-30
POS-001904,Term Loan,1783162222.62,INR,ABOVE_100,CP-00559,2026-06-30
POS-001905,Term Loan,30156942655.14,INR,BELOW_100,CP-00559,2026-06-30
POS-001906,Letter of Credit,241549455.75,INR,BELOW_100,CP-00559,2026-06-30
POS-001907,Bank Guarantee,1034907508.56,INR,AT_100,CP-00559,2026-06-30
POS-001908,Cash Credit,24892814096.24,INR,AT_100,CP-00560,2026-06-30
POS-001909,Letter of Credit,2762340676.06,INR,AT_100,CP-00560,2026-06-30
